road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-SHA-0732,Yan'an Elevated Road,Boulevard,Shanghai,China,Minhang,6.0,4,50,5907,0,0,1,1,1,1,0,0.0,CNY,0,0.0,Fair,Solar LED,Semi-Actuated,State/Provincial,31.160136,121.457921,31.187821,121.486199,8270,1131,1970,2023-06-29,2024-12-08,2020-08-06,0,0,0,0,74.7,328.5
RD-SHA-0733,G923 Expressway,Toll Road,Shanghai,China,Lujiazui,30.4,4,100,8531,0,0,1,1,0,1,1,2.0,CNY,0,0.0,Excellent,LED,Adaptive SCOOT,Private,31.268717,121.429709,31.268701,121.436825,12783,1685,1953,2022-08-17,2024-05-10,2023-03-19,1,1,1,1,68.0,388.6
RD-SHA-0734,Middle Ring Road,Highway/Expressway,Shanghai,China,Xintiandi,40.0,4,140,7814,1,0,1,1,0,0,0,0.0,CNY,0,0.0,Excellent,Sodium Vapor,Actuated,Municipal,31.157787,121.474272,31.166957,121.454115,6628,703,2001,2023-12-04,2024-10-28,2021-09-15,1,1,1,5,70.5,333.0
RD-SHA-0735,Middle Ring Road,Arterial Road,Shanghai,China,Songjiang,7.4,6,60,9436,1,0,1,1,0,0,0,0.0,CNY,0,0.0,Excellent,None,Fixed Timer,Municipal,31.251153,121.535978,31.275909,121.539545,8746,977,1985,2024-02-09,2025-03-12,2020-07-09,1,0,0,0,79.6,87.8
RD-SHA-0736,Inner Ring Road,Collector Road,Shanghai,China,Lujiazui,1.5,2,50,2334,0,1,1,0,0,1,0,0.0,CNY,0,0.0,Fair,LED,Fixed Timer,Private,31.240001,121.398956,31.263333,121.413243,3470,452,1977,2021-12-07,2025-03-21,2020-09-05,0,0,0,0,82.5,8.4
RD-SHA-0737,Yan'an Elevated Road,Collector Road,Shanghai,China,French Concession,2.4,4,50,4995,0,1,1,1,0,1,0,0.0,CNY,0,0.0,Excellent,LED,Actuated,National,31.189499,121.52286,31.214779,121.510119,3804,343,1974,2023-07-03,2025-02-11,2021-03-11,0,1,0,6,74.0,5.8
RD-SHA-0738,Inner Ring Road,Local Street,Shanghai,China,Changning,2.1,2,20,1416,0,0,1,0,1,1,0,0.0,CNY,0,0.0,Fair,Halogen,Actuated,State/Provincial,31.280162,121.513033,31.259421,121.532396,1598,139,2020,2023-12-19,2024-04-10,2023-04-21,1,1,0,7,68.3,18.0
RD-SHA-0739,Yan'an Elevated Road,Collector Road,Shanghai,China,Pudong,2.1,2,60,2353,0,0,1,0,1,1,0,0.0,CNY,0,0.0,Good,LED,Actuated,Federal,31.307607,121.445923,31.27862,121.439627,2845,325,1955,2022-06-01,2024-07-13,2023-06-05,0,1,0,5,73.5,23.9
RD-SHA-0740,Inner Ring Road,Local Street,Shanghai,China,Jing'an,0.4,1,40,789,0,0,1,0,1,1,0,0.0,CNY,0,0.0,Excellent,Halogen,Actuated,Federal,31.303622,121.440441,31.314833,121.455267,847,125,1964,2023-09-25,2024-11-09,2023-10-02,0,1,0,2,73.1,28.1
RD-SHA-0741,Middle Ring Road,Ring Road,Shanghai,China,Changning,40.2,6,120,12030,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Fair,Solar LED,Actuated,Municipal,31.247908,121.501356,31.218383,121.492666,13691,1201,1983,2023-08-25,2024-05-11,2024-02-06,1,0,1,0,64.0,199.0
RD-SHA-0742,Yan'an Elevated Road,Ring Road,Shanghai,China,Changning,20.5,4,120,8194,0,0,1,0,1,1,1,8.0,CNY,0,0.0,Fair,None,None,State/Provincial,31.180524,121.532507,31.205757,121.506558,11217,1402,2011,2023-07-25,2024-04-27,2022-05-10,1,0,1,0,56.9,145.7
RD-SHA-0743,Yan'an Elevated Road,Toll Road,Shanghai,China,Xintiandi,52.5,4,80,8435,0,0,1,1,0,1,1,2.0,CNY,0,0.0,Good,LED,Adaptive SCOOT,National,31.193146,121.412346,31.221239,121.422473,10340,1009,1972,2023-09-13,2024-09-24,2020-12-21,1,1,1,8,61.1,162.3
RD-SHA-0744,Jing'an Lu,Ring Road,Shanghai,China,Jing'an,69.3,4,80,7949,0,0,1,1,1,1,0,0.0,CNY,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Federal,31.285986,121.484626,31.256724,121.486229,10333,1101,2018,2024-01-20,2024-11-17,2021-09-25,1,0,1,0,83.5,159.1
RD-SHA-0745,Inner Ring Road,Collector Road,Shanghai,China,Changning,5.3,2,50,2389,0,1,1,0,1,1,0,0.0,CNY,0,0.0,Excellent,Solar LED,Actuated,Private,31.177951,121.504762,31.151268,121.527053,2011,252,1954,2023-05-04,2024-06-29,2020-07-20,1,0,0,0,76.0,40.5
RD-SHA-0746,Minhang Road,Collector Road,Shanghai,China,Minhang,5.1,4,60,4735,0,0,0,1,1,1,0,0.0,CNY,0,0.0,Fair,Solar LED,Adaptive SCOOT,Municipal,31.255265,121.440383,31.242812,121.441611,4525,559,1966,2023-05-15,2024-08-09,2022-10-14,0,0,0,0,58.1,9.9
RD-SHA-0747,Minhang Lu,Toll Road,Shanghai,China,Minhang,16.5,4,120,8494,0,0,0,1,0,0,1,10.0,CNY,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Federal,31.254676,121.40868,31.231427,121.380067,5990,818,1975,2023-02-22,2025-02-11,2022-04-12,1,0,1,0,68.4,237.3
RD-SHA-0748,Yan'an Elevated Road,Toll Road,Shanghai,China,Minhang,56.5,4,100,8537,0,0,1,1,0,0,1,25.0,CNY,0,0.0,Excellent,None,Semi-Actuated,National,31.219201,121.531152,31.228258,121.553884,12684,1860,2010,2022-12-05,2024-09-15,2020-04-04,1,0,1,0,62.1,367.3
RD-SHA-0749,Yan'an Elevated Road,Ring Road,Shanghai,China,Lujiazui,44.3,8,120,15885,0,0,1,1,0,0,1,12.0,CNY,0,0.0,Under Repair,None,None,Municipal,31.19995,121.447971,31.19352,121.426774,13617,1796,1971,2022-04-05,2024-05-20,2020-05-10,1,1,1,2,65.0,297.6
RD-SHA-0750,Middle Ring Road,Toll Road,Shanghai,China,French Concession,52.0,8,100,16652,0,0,1,0,1,0,1,5.0,CNY,0,0.0,Excellent,Halogen,Actuated,National,31.229384,121.434186,31.238889,121.415678,15014,1824,1976,2023-01-09,2024-12-01,2022-11-27,1,1,1,8,77.5,270.1
RD-SHA-0751,Yan'an Elevated Road,Highway/Expressway,Shanghai,China,Putuo,49.2,6,100,11898,1,0,0,0,0,1,0,0.0,CNY,0,0.0,Fair,Sodium Vapor,Fixed Timer,Private,31.25475,121.515222,31.267666,121.488999,8773,1047,1962,2023-07-27,2024-12-19,2021-07-16,1,1,1,3,77.0,131.2
RD-SHA-0752,Middle Ring Road,Collector Road,Shanghai,China,Pudong,3.4,4,60,4949,0,0,0,1,1,1,0,0.0,CNY,0,0.0,Poor,Solar LED,Fixed Timer,Private,31.184786,121.447544,31.201958,121.449138,4722,528,2001,2022-10-23,2024-05-02,2023-01-09,1,1,0,5,66.8,24.9
RD-SHA-0753,Jing'an Road,Boulevard,Shanghai,China,Jing'an,5.3,6,60,9181,1,1,1,0,0,0,0,0.0,CNY,0,0.0,Excellent,Sodium Vapor,Actuated,Private,31.28277,121.538141,31.308009,121.544466,7560,848,2017,2022-10-06,2024-04-13,2021-04-25,0,1,1,5,62.0,240.9
RD-SHA-0754,Middle Ring Road,Collector Road,Shanghai,China,Pudong,3.8,2,50,2554,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Excellent,Sodium Vapor,Adaptive SCOOT,Municipal,31.173126,121.490519,31.185301,121.47756,3520,492,1978,2022-02-12,2024-11-23,2022-11-07,1,1,1,6,61.4,43.0
RD-SHA-0755,Hongkou Lu,Local Street,Shanghai,China,Hongkou,2.7,1,20,712,0,1,1,0,1,1,0,0.0,CNY,0,0.0,Fair,Sodium Vapor,Fixed Timer,Municipal,31.15726,121.415846,31.15781,121.396309,770,77,1989,2023-05-30,2025-02-27,2020-06-12,0,1,0,0,60.2,12.5
RD-SHA-0756,G990 Expressway,Ring Road,Shanghai,China,Hongkou,40.9,4,120,7957,0,0,0,0,1,1,1,8.0,CNY,0,0.0,Excellent,LED,Semi-Actuated,Municipal,31.174867,121.452492,31.179569,121.468864,4986,600,1955,2022-02-07,2025-03-04,2022-05-13,1,1,1,2,81.0,35.1
RD-SHA-0757,Yan'an Elevated Road,Toll Road,Shanghai,China,Xintiandi,50.0,6,100,12752,0,0,1,1,0,0,1,25.0,CNY,0,0.0,Fair,None,Fixed Timer,Municipal,31.285269,121.403741,31.302938,121.408346,14790,1356,1965,2022-12-23,2024-04-12,2020-10-01,1,0,1,0,68.7,208.7
RD-SHA-0758,Middle Ring Road,Local Street,Shanghai,China,Lujiazui,0.6,2,20,1270,0,1,0,0,1,1,0,0.0,CNY,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Private,31.240981,121.444391,31.260434,121.444847,924,76,1988,2022-01-20,2024-08-19,2022-10-01,0,1,0,0,60.7,3.0
RD-SHA-0759,G968 Expressway,Collector Road,Shanghai,China,Minhang,5.7,2,40,2235,0,1,1,0,0,1,0,0.0,CNY,0,0.0,Good,LED,None,National,31.30142,121.525162,31.323453,121.510031,2555,344,1991,2022-02-14,2024-11-26,2022-06-20,0,1,0,8,70.9,15.1
RD-SHA-0760,G346 Expressway,Local Street,Shanghai,China,Putuo,2.6,1,40,553,0,1,1,0,1,1,0,0.0,CNY,0,0.0,Poor,LED,Adaptive SCOOT,State/Provincial,31.204528,121.46831,31.196462,121.461256,727,106,2001,2024-01-21,2024-09-23,2022-06-11,0,1,1,0,72.2,45.6
RD-PAR-0761,Champs-Élysées Boulevard,Highway/Expressway,Paris,France,Champs-Élysées,48.1,8,130,15855,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Under Repair,None,Semi-Actuated,Private,48.829744,2.28865,48.854438,2.294963,12976,1636,1978,2023-10-27,2024-09-07,2020-12-31,1,0,1,0,80.3,157.1
RD-PAR-0762,Oberkampf Boulevard,Boulevard,Paris,France,Oberkampf,4.9,6,60,9030,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,Halogen,None,Private,48.911682,2.399681,48.916558,2.411659,12422,1522,2008,2023-02-02,2024-06-17,2020-04-05,0,1,0,5,74.7,275.0
RD-PAR-0763,Avenue des Champs-Élysées,Local Street,Paris,France,Oberkampf,2.9,1,30,528,0,1,0,0,1,1,0,0.0,EUR,0,0.0,Under Repair,Halogen,Fixed Timer,State/Provincial,48.888106,2.31044,48.860643,2.311252,1062,114,1975,2023-01-08,2024-07-04,2021-05-14,0,0,0,0,84.1,8.9
RD-PAR-0764,A603,Toll Road,Paris,France,Montparnasse,45.1,4,80,8342,0,0,1,1,0,1,1,1.5,EUR,0,0.0,Excellent,Halogen,Actuated,Private,48.912514,2.273011,48.899182,2.279572,5192,749,2018,2022-01-30,2024-04-14,2020-10-31,1,1,1,0,61.0,216.9
RD-PAR-0765,A43,Ring Road,Paris,France,Montmartre,31.7,8,100,16037,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Excellent,None,Semi-Actuated,Municipal,48.883228,2.369955,48.870448,2.390671,17317,1556,2009,2024-01-08,2024-08-14,2022-01-16,1,0,1,0,77.2,38.6
RD-PAR-0766,Rue de Le Marais,Local Street,Paris,France,Le Marais,0.6,1,40,830,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Poor,Solar LED,Semi-Actuated,Federal,48.854493,2.278837,48.880427,2.249928,540,44,1967,2021-11-28,2024-12-02,2020-07-16,1,0,0,0,56.6,30.4
RD-PAR-0767,La Défense Boulevard,Toll Road,Paris,France,La Défense,23.5,4,120,8240,0,0,1,1,1,0,1,10.0,EUR,0,0.0,Fair,Halogen,Actuated,Private,48.795813,2.363954,48.801926,2.382044,7323,976,2016,2023-04-03,2025-02-22,2023-08-05,1,1,1,6,73.8,55.3
RD-PAR-0768,Périphérique,Toll Road,Paris,France,1er Arrondissement,33.3,4,120,8489,0,0,0,1,1,1,1,3.0,EUR,0,0.0,Excellent,Sodium Vapor,None,Private,48.86294,2.415494,48.875898,2.398804,10630,1499,1976,2023-06-23,2024-11-05,2021-10-16,1,0,1,0,62.9,202.2
RD-PAR-0769,A788,Highway/Expressway,Paris,France,Saint-Germain,46.2,8,80,16134,1,0,1,1,0,1,1,5.0,EUR,0,0.0,Good,LED,None,Municipal,48.863605,2.428324,48.867921,2.454351,37983,3239,1954,2023-01-02,2024-09-22,2021-07-07,1,1,1,4,55.3,179.1
RD-PAR-0770,Avenue des Champs-Élysées,Ring Road,Paris,France,Oberkampf,70.9,8,80,16159,0,0,1,1,1,0,1,12.0,EUR,0,0.0,Under Repair,Halogen,Fixed Timer,Federal,48.813606,2.358078,48.79624,2.347224,15376,1923,1957,2022-11-08,2024-07-03,2022-02-06,1,0,1,0,60.0,441.4
RD-PAR-0771,Avenue des Champs-Élysées,Arterial Road,Paris,France,Saint-Germain,11.8,4,70,6582,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Adaptive SCOOT,Federal,48.916992,2.30319,48.907565,2.303827,9056,960,2012,2022-04-10,2025-01-18,2020-04-07,0,1,0,6,69.1,191.1
RD-PAR-0772,Boulevard Montparnasse,Collector Road,Paris,France,Montparnasse,2.2,4,50,4894,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,Halogen,Semi-Actuated,National,48.930887,2.276441,48.937566,2.29752,5778,572,2006,2022-12-05,2024-08-21,2020-07-19,0,1,1,2,78.4,205.6
RD-PAR-0773,A934,Highway/Expressway,Paris,France,Belleville,40.5,4,130,8001,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Excellent,Halogen,Semi-Actuated,National,48.8109,2.4202,48.819272,2.3919,7998,1158,1959,2023-05-14,2025-02-08,2022-03-31,1,1,1,8,58.9,85.8
RD-PAR-0774,Avenue des Champs-Élysées,Local Street,Paris,France,Saint-Germain,1.3,1,40,742,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Excellent,LED,Actuated,Private,48.806217,2.292804,48.817712,2.321802,421,52,1987,2023-08-11,2024-12-12,2020-07-19,0,0,0,0,78.5,41.0
RD-PAR-0775,Périphérique,Arterial Road,Paris,France,Montmartre,12.9,4,80,6309,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Good,Halogen,Adaptive SCOOT,Private,48.887703,2.321775,48.876638,2.299036,5720,559,2009,2022-03-01,2024-07-16,2020-03-23,0,1,0,2,64.0,142.1
RD-PAR-0776,Boulevard Saint-Germain,Boulevard,Paris,France,Saint-Germain,3.7,8,40,12086,1,0,0,0,0,1,0,0.0,EUR,0,0.0,Excellent,Halogen,Fixed Timer,Private,48.89066,2.300999,48.886747,2.325692,17901,1911,1985,2022-01-06,2024-08-20,2023-07-29,1,1,0,0,64.1,327.3
RD-PAR-0777,A40,Ring Road,Paris,France,Champs-Élysées,41.6,4,100,8186,0,0,0,0,0,0,0,0.0,EUR,0,0.0,Excellent,Sodium Vapor,Fixed Timer,National,48.830727,2.419242,48.836708,2.438531,9975,1027,1977,2023-06-26,2025-02-05,2021-10-09,1,0,1,0,77.3,484.2
RD-PAR-0778,Boulevard Bastille,Local Street,Paris,France,Bastille,2.7,1,20,608,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Fair,None,Adaptive SCOOT,Federal,48.815047,2.367773,48.829743,2.358928,581,51,2007,2022-01-05,2024-10-19,2021-07-20,1,1,0,7,69.1,39.5
RD-PAR-0779,A823,Collector Road,Paris,France,La Défense,3.0,4,40,4701,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,Municipal,48.913552,2.33722,48.902177,2.326609,5921,724,1956,2024-02-21,2024-09-16,2021-04-20,0,1,1,4,74.3,61.0
RD-PAR-0780,A899,Ring Road,Paris,France,La Défense,58.4,6,120,11829,0,0,1,1,0,0,1,3.0,EUR,0,0.0,Poor,LED,Fixed Timer,Federal,48.883765,2.408175,48.884522,2.422928,6949,978,1998,2022-11-21,2024-09-08,2021-02-22,1,0,1,0,71.0,119.4
RD-PAR-0781,Avenue des Champs-Élysées,Arterial Road,Paris,France,1er Arrondissement,9.1,6,60,9623,1,0,0,1,0,1,0,0.0,EUR,0,0.0,Poor,Solar LED,Semi-Actuated,National,48.90034,2.326147,48.913229,2.299182,17613,1621,1988,2022-03-15,2024-11-11,2021-02-10,0,0,0,0,59.4,238.0
RD-PAR-0782,Avenue des Champs-Élysées,Highway/Expressway,Paris,France,Le Marais,39.3,6,130,12175,1,0,1,0,0,0,1,1.0,EUR,0,0.0,Excellent,Sodium Vapor,Semi-Actuated,State/Provincial,48.890898,2.386643,48.8943,2.404208,10672,1242,2011,2023-07-15,2025-02-07,2021-04-15,1,1,1,6,77.4,335.7
RD-PAR-0783,Avenue des Champs-Élysées,Arterial Road,Paris,France,Oberkampf,5.4,6,80,9470,1,0,1,1,0,0,0,0.0,EUR,0,0.0,Fair,LED,Semi-Actuated,State/Provincial,48.847261,2.400662,48.869971,2.403783,20228,2861,2007,2022-10-23,2025-03-26,2023-11-22,0,1,0,3,66.4,475.7
RD-PAR-0784,Avenue des Champs-Élysées,Ring Road,Paris,France,1er Arrondissement,43.6,6,80,11829,0,0,1,1,0,0,1,8.0,EUR,0,0.0,Good,LED,Semi-Actuated,Federal,48.885152,2.387611,48.893431,2.380377,8916,1086,2018,2023-12-21,2024-08-27,2023-08-25,1,1,1,5,69.1,399.3
RD-PAR-0785,Le Marais Boulevard,Highway/Expressway,Paris,France,Le Marais,26.2,8,80,16086,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Actuated,Municipal,48.839069,2.314088,48.859668,2.312659,8071,876,1967,2023-11-15,2024-06-23,2024-02-07,1,0,1,0,70.2,88.6
RD-PAR-0786,Périphérique,Highway/Expressway,Paris,France,Saint-Germain,17.4,10,80,19848,1,0,1,1,1,0,0,0.0,EUR,0,0.0,Excellent,None,Adaptive SCOOT,Private,48.852298,2.306224,48.867613,2.309593,11900,999,2017,2023-09-25,2024-06-23,2023-06-06,1,0,1,0,61.3,249.5
RD-PAR-0787,Boulevard Saint-Germain,Local Street,Paris,France,Saint-Germain,1.8,1,50,768,0,1,0,0,1,1,0,0.0,EUR,0,0.0,Good,Halogen,Fixed Timer,Private,48.873371,2.350787,48.898737,2.330364,1372,123,1970,2023-12-01,2024-10-16,2021-06-18,1,1,0,6,68.4,41.3
RD-PAR-0788,Rue de La Défense,Boulevard,Paris,France,La Défense,3.6,4,50,5887,0,1,1,1,0,0,0,0.0,EUR,0,0.0,Poor,LED,None,Municipal,48.814125,2.41058,48.830488,2.408615,5999,874,1996,2023-07-29,2025-03-20,2023-04-04,0,0,0,0,61.4,220.1
RD-PAR-0789,Avenue des Champs-Élysées,Toll Road,Paris,France,Oberkampf,34.2,8,120,16710,0,0,1,0,0,1,1,1.5,EUR,0,0.0,Fair,LED,Semi-Actuated,Municipal,48.918833,2.301853,48.941616,2.298273,23399,1904,1963,2023-06-20,2024-11-04,2022-02-09,1,1,1,3,73.2,472.4
RD-PAR-0790,Rue de Saint-Germain,Toll Road,Paris,France,Saint-Germain,34.5,8,80,16946,0,0,1,1,0,1,1,3.0,EUR,0,0.0,Under Repair,Sodium Vapor,Actuated,National,48.777275,2.356265,48.760312,2.382312,11611,1162,1979,2022-09-30,2024-06-04,2023-02-15,1,0,1,0,78.1,462.5
RD-PAR-0791,A272,Arterial Road,Paris,France,Montmartre,3.5,4,60,6513,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,LED,Semi-Actuated,Private,48.795198,2.36865,48.778066,2.347805,9802,1034,2006,2021-10-14,2024-08-22,2020-07-27,0,0,0,0,65.5,286.8
RD-PAR-0792,A266,Local Street,Paris,France,Montparnasse,1.6,2,40,1512,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Good,Solar LED,Adaptive SCOOT,Municipal,48.868521,2.301283,48.890073,2.308115,1499,145,1999,2023-08-07,2024-09-04,2022-02-24,1,1,0,5,70.1,5.7
RD-PAR-0793,Périphérique,Toll Road,Paris,France,Montmartre,27.4,4,80,8245,0,0,1,1,1,1,1,15.0,EUR,0,0.0,Excellent,Halogen,Fixed Timer,Private,48.840588,2.27979,48.816614,2.289307,13303,1659,1968,2023-06-29,2024-07-08,2022-11-17,1,1,1,7,56.8,382.2
RD-PAR-0794,Périphérique,Toll Road,Paris,France,Le Marais,54.5,4,80,8331,0,0,0,1,0,0,1,3.0,EUR,0,0.0,Fair,Halogen,Fixed Timer,Federal,48.856673,2.365002,48.87961,2.361668,17886,2302,2014,2021-11-22,2024-08-08,2021-03-13,1,1,1,5,80.0,495.7
RD-PAR-0795,Boulevard Saint-Germain,Boulevard,Paris,France,Saint-Germain,7.0,6,50,8962,1,0,0,0,1,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,Federal,48.895029,2.279151,48.919542,2.26761,8957,1343,2002,2023-04-21,2024-08-10,2023-10-21,0,1,0,3,78.5,36.3
RD-PAR-0796,Rue de Le Marais,Highway/Expressway,Paris,France,Le Marais,36.1,10,100,19864,1,0,0,1,0,0,0,0.0,EUR,0,0.0,Fair,Solar LED,None,Private,48.864558,2.420475,48.870936,2.40598,17219,1528,2017,2022-07-03,2024-09-14,2023-11-30,1,1,1,2,79.3,338.4
RD-PAR-0797,A912,Boulevard,Paris,France,La Défense,2.3,4,60,6157,0,1,1,1,1,0,0,0.0,EUR,0,0.0,Good,LED,Semi-Actuated,Federal,48.855804,2.276751,48.852962,2.302765,8018,649,1985,2023-04-23,2024-08-20,2020-11-27,1,1,0,8,70.3,333.1
RD-PAR-0798,Montmartre Boulevard,Boulevard,Paris,France,Montmartre,2.8,8,40,12122,1,1,1,1,1,0,0,0.0,EUR,0,0.0,Poor,LED,Actuated,State/Provincial,48.921124,2.351281,48.903457,2.331725,14516,1529,2017,2024-02-26,2024-11-28,2023-04-06,0,0,0,0,64.5,70.1
RD-PAR-0799,Bastille Boulevard,Toll Road,Paris,France,Bastille,24.2,6,80,12464,0,0,1,0,1,0,1,2.0,EUR,0,0.0,Under Repair,Sodium Vapor,Fixed Timer,Municipal,48.799751,2.422053,48.790534,2.431377,11821,1283,1987,2023-10-25,2024-12-15,2022-10-23,1,0,1,0,68.2,162.8
RD-PAR-0800,La Défense Boulevard,Highway/Expressway,Paris,France,La Défense,37.9,4,140,8043,1,0,1,1,1,0,1,1.0,EUR,0,0.0,Poor,None,Adaptive SCOOT,Federal,48.878074,2.358808,48.867305,2.368435,13109,1292,2013,2023-09-15,2024-06-10,2023-08-29,1,0,1,0,57.6,236.1
RD-PAR-0801,Rue de Le Marais,Arterial Road,Paris,France,Le Marais,5.8,4,70,6439,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Actuated,Municipal,48.832266,2.402477,48.837559,2.393989,6200,542,2008,2022-12-10,2024-11-25,2021-01-27,0,1,0,2,77.8,345.8
RD-PAR-0802,Rue de La Défense,Arterial Road,Paris,France,La Défense,13.5,4,80,6337,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Poor,Sodium Vapor,Adaptive SCOOT,State/Provincial,48.899832,2.347969,48.928488,2.361249,11792,1473,1964,2024-03-19,2025-03-25,2023-09-29,1,1,0,5,57.6,281.6
RD-PAR-0803,A564,Arterial Road,Paris,France,La Défense,3.2,6,60,9439,1,0,1,0,0,1,0,0.0,EUR,0,0.0,Excellent,LED,Adaptive SCOOT,State/Provincial,48.847815,2.295235,48.830838,2.318344,8236,991,2009,2022-04-26,2024-12-06,2020-09-02,0,1,0,0,71.4,154.4
RD-PAR-0804,Périphérique,Highway/Expressway,Paris,France,La Défense,18.8,10,120,19999,1,0,1,1,0,0,1,5.0,EUR,0,0.0,Good,Halogen,Actuated,Municipal,48.912182,2.276814,48.895174,2.275845,30328,3211,2014,2024-01-29,2024-08-04,2020-04-22,1,0,1,0,66.8,29.6
RD-PAR-0805,A372,Boulevard,Paris,France,Montparnasse,5.2,4,40,5936,1,1,1,1,0,0,0,0.0,EUR,0,0.0,Excellent,Solar LED,Adaptive SCOOT,State/Provincial,48.929898,2.294061,48.90852,2.270083,9306,1317,2017,2022-03-17,2024-09-01,2021-07-30,0,1,0,2,85.0,433.1
RD-PAR-0806,Avenue des Champs-Élysées,Arterial Road,Paris,France,Montmartre,7.9,6,50,9780,1,0,0,1,0,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,State/Provincial,48.795227,2.429311,48.798327,2.451872,13245,1730,1988,2022-12-20,2025-03-20,2020-06-28,0,0,0,0,74.4,120.0
RD-PAR-0807,Périphérique,Collector Road,Paris,France,1er Arrondissement,4.6,2,40,2539,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Good,None,Adaptive SCOOT,Federal,48.839718,2.423458,48.839518,2.421101,3039,329,2014,2024-03-15,2024-05-26,2021-08-13,1,0,1,0,81.5,43.6
RD-PAR-0808,Montparnasse Boulevard,Arterial Road,Paris,France,Montparnasse,8.9,6,80,9503,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Actuated,State/Provincial,48.922666,2.372573,48.925287,2.352993,7000,587,2012,2023-12-25,2024-10-09,2021-04-08,1,1,0,6,69.2,398.5
RD-PAR-0809,A611,Highway/Expressway,Paris,France,Belleville,34.5,6,140,11948,0,0,1,0,1,1,1,5.0,EUR,0,0.0,Excellent,LED,Actuated,Private,48.822734,2.347252,48.833256,2.348305,22797,2917,1979,2021-12-29,2024-12-19,2022-01-21,1,0,1,0,81.1,452.2
RD-PAR-0810,A116,Boulevard,Paris,France,Belleville,7.3,6,40,8924,0,1,1,1,0,1,0,0.0,EUR,0,0.0,Excellent,Solar LED,None,Private,48.91975,2.388889,48.902675,2.394508,7784,1040,1956,2021-12-30,2024-08-24,2023-06-18,0,1,0,7,66.6,192.5
RD-PAR-0811,Montparnasse Boulevard,Boulevard,Paris,France,Montparnasse,3.0,6,60,8978,1,1,0,1,0,1,0,0.0,EUR,0,0.0,Excellent,Sodium Vapor,Fixed Timer,State/Provincial,48.933911,2.363216,48.907485,2.366567,16739,2452,2007,2024-01-19,2024-04-12,2023-06-11,0,1,0,7,82.6,447.8
RD-PAR-0812,Rue de 1er Arrondissement,Boulevard,Paris,France,1er Arrondissement,3.0,4,40,5899,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Poor,Sodium Vapor,Adaptive SCOOT,Municipal,48.848801,2.394018,48.867635,2.383341,7626,707,1980,2023-02-13,2024-10-18,2021-11-19,0,1,0,1,84.1,274.9
RD-PAR-0813,Avenue des Champs-Élysées,Local Street,Paris,France,Oberkampf,2.7,1,50,609,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,None,Actuated,National,48.816426,2.374828,48.816978,2.40026,623,83,2001,2023-09-04,2025-03-29,2020-08-15,0,1,1,1,76.9,30.6
RD-PAR-0814,Périphérique,Local Street,Paris,France,Saint-Germain,1.9,2,20,1277,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,LED,Actuated,Private,48.877346,2.418094,48.870473,2.44271,1963,266,2017,2023-01-14,2024-07-19,2020-07-02,1,1,1,7,83.9,14.5
